Date,State_Id,TotalSamples,Negative,Positive
11-05-2020,Andhra Pradesh,181144,179126,2018
12-05-2020,Andhra Pradesh,191874,189823,2051
13-05-2020,Andhra Pradesh,201196,199059,2137
14-05-2020,Andhra Pradesh,210452,208247,2100
15-05-2020,Andhra Pradesh,219490,217183,2157
17-05-2020,Andhra Pradesh,238998,236618,2230
18-05-2020,Andhra Pradesh,248771,246279,2282
19-05-2020,Andhra Pradesh,258450,255961,2339
20-05-2020,Andhra Pradesh,267612,265052,2407
21-05-2020,Andhra Pradesh,275704,273099,2452
22-05-2020,Andhra Pradesh,284119,281452,2514
23-05-2020,Andhra Pradesh,292969,290255,2561
24-05-2020,Andhra Pradesh,304326,301529,2627
25-05-2020,Andhra Pradesh,314566,311680,2671
26-05-2020,Andhra Pradesh,322714,319731,2719
27-05-2020,Andhra Pradesh,332378,329261,2787
28-05-2020,Andhra Pradesh,342236,338991,2841
29-05-2020,Andhra Pradesh,353874,350544,2874
30-05-2020,Andhra Pradesh,363378,359917,2944
31-05-2020,Andhra Pradesh,372748,369177,3045
01-06-2020,Andhra Pradesh,383315,379639,3118
02-06-2020,Andhra Pradesh,395681,391890,3200
03-06-2020,Andhra Pradesh,403747,399776,3279
04-06-2020,Andhra Pradesh,413733,409621,3377
05-06-2020,Andhra Pradesh,423564,419314,3427
06-06-2020,Andhra Pradesh,436335,431875,3588
07-06-2020,Andhra Pradesh,454030,449371,3718
08-06-2020,Andhra Pradesh,468276,463463,3843
09-06-2020,Andhra Pradesh,483361,478332,3990
10-06-2020,Andhra Pradesh,498716,493469,4126
11-06-2020,Andhra Pradesh,510318,504889,4261
12-06-2020,Andhra Pradesh,522093,516457,4402
13-06-2020,Andhra Pradesh,536570,530712,4588
14-06-2020,Andhra Pradesh,552202,546050,4841
15-06-2020,Andhra Pradesh,567375,560919,5087
16-06-2020,Andhra Pradesh,583286,576566,5280
17-06-2020,Andhra Pradesh,598474,591403,5555
18-06-2020,Andhra Pradesh,612397,604901,5854
19-06-2020,Andhra Pradesh,630006,622045,7961
20-06-2020,Andhra Pradesh,652377,643925,8452
21-06-2020,Andhra Pradesh,676828,667899,8929
22-06-2020,Andhra Pradesh,693548,684176,9372
23-06-2020,Andhra Pradesh,714187,704353,9834
24-06-2020,Andhra Pradesh,750234,739903,10331
25-06-2020,Andhra Pradesh,769319,758435,10884
26-06-2020,Andhra Pradesh,791624,780135,11489
27-06-2020,Andhra Pradesh,816082,803797,12285
28-06-2020,Andhra Pradesh,841860,828762,13098
29-06-2020,Andhra Pradesh,872076,858185,13891
30-06-2020,Andhra Pradesh,890190,875595,14595
01-07-2020,Andhra Pradesh,918429,903177,15252
02-07-2020,Andhra Pradesh,932713,916616,16097
03-07-2020,Andhra Pradesh,971611,954677,16934
04-07-2020,Andhra Pradesh,996573,978874,17699
05-07-2020,Andhra Pradesh,1017140,998443,18697
06-07-2020,Andhra Pradesh,1033852,1013833,20019
07-07-2020,Andhra Pradesh,1050090,1028897,21197
08-07-2020,Andhra Pradesh,1077733,1055474,22259
09-07-2020,Andhra Pradesh,1094615,1070801,23814
10-07-2020,Andhra Pradesh,1115635,1090213,25422
11-07-2020,Andhra Pradesh,1136225,1108990,27235
12-07-2020,Andhra Pradesh,1153849,1124681,29168
13-07-2020,Andhra Pradesh,1173096,1141993,31103
14-07-2020,Andhra Pradesh,1195766,1162747,33019
15-07-2020,Andhra Pradesh,1217963,1182512,35451
16-07-2020,Andhra Pradesh,1240267,1202223,38044
17-07-2020,Andhra Pradesh,1260512,1219866,40646
18-07-2020,Andhra Pradesh,1284384,1239775,44609
19-07-2020,Andhra Pradesh,1315532,1265882,49650
20-07-2020,Andhra Pradesh,1349112,1295388,53724
21-07-2020,Andhra Pradesh,1386274,1327606,58668
22-07-2020,Andhra Pradesh,1435827,1371114,64713
23-07-2020,Andhra Pradesh,1493879,1421168,72711
24-07-2020,Andhra Pradesh,1541993,1461135,80858
25-07-2020,Andhra Pradesh,1595674,1507003,88671
26-07-2020,Andhra Pradesh,1643319,1547021,96298
27-07-2020,Andhra Pradesh,1686446,1584097,102349
28-07-2020,Andhra Pradesh,1749425,1639128,110297
29-07-2020,Andhra Pradesh,1820009,1699619,120390
30-07-2020,Andhra Pradesh,1890077,1759520,130557
31-07-2020,Andhra Pradesh,1951776,1810843,140933
01-08-2020,Andhra Pradesh,2012573,1862364,150209
02-08-2020,Andhra Pradesh,2065407,1906643,158764
03-08-2020,Andhra Pradesh,2110923,1944337,166586
04-08-2020,Andhra Pradesh,2175070,1998737,176333
05-08-2020,Andhra Pradesh,2235646,2049185,186461
06-08-2020,Andhra Pradesh,2299332,2102543,196789
07-08-2020,Andhra Pradesh,2362270,2155310,206960
08-08-2020,Andhra Pradesh,2424393,2207353,217040
09-08-2020,Andhra Pradesh,2487305,2259445,227860
10-08-2020,Andhra Pradesh,2534304,2298779,235525
11-08-2020,Andhra Pradesh,2592619,2348070,0
12-08-2020,Andhra Pradesh,2649767,2395621,0
13-08-2020,Andhra Pradesh,2705459,2441317,0
14-08-2020,Andhra Pradesh,2758485,2485400,0
15-08-2020,Andhra Pradesh,2812197,2530380,0
16-08-2020,Andhra Pradesh,2860943,2571114,0
17-08-2020,Andhra Pradesh,2905521,2608912,0
18-08-2020,Andhra Pradesh,2961611,2658245,0
19-08-2020,Andhra Pradesh,3019296,2703293,0
20-08-2020,Andhra Pradesh,3074847,2749451,0
21-08-2020,Andhra Pradesh,3129857,2794917,0
22-08-2020,Andhra Pradesh,3191326,2846110,0
23-08-2020,Andhra Pradesh,3238038,2884927,0
24-08-2020,Andhra Pradesh,3292501,2930789,0
25-08-2020,Andhra Pradesh,3356852,2985213,0
26-08-2020,Andhra Pradesh,3418690,3036221,0
27-08-2020,Andhra Pradesh,3479990,3086900,0
28-08-2020,Andhra Pradesh,3541321,3137705,0
29-08-2020,Andhra Pradesh,3603345,3189181,0
30-08-2020,Andhra Pradesh,3666422,3241655,0
31-08-2020,Andhra Pradesh,3722912,3288141,0
01-09-2020,Andhra Pradesh,3782746,3337607,0
02-09-2020,Andhra Pradesh,3843550,3388019,0
03-09-2020,Andhra Pradesh,3905775,3442940,0
04-09-2020,Andhra Pradesh,3965694,3492083,0
05-09-2020,Andhra Pradesh,4035317,3547986,0
06-09-2020,Andhra Pradesh,4107890,3612660,0
07-09-2020,Andhra Pradesh,4166077,3659584,0
08-09-2020,Andhra Pradesh,4237070,3719976,0
09-09-2020,Andhra Pradesh,4308762,3781250,0
10-09-2020,Andhra Pradesh,4380991,3843304,0
11-09-2020,Andhra Pradesh,4452128,3904442,0
12-09-2020,Andhra Pradesh,4527593,3970006,0
13-09-2020,Andhra Pradesh,4599826,4032703,0
14-09-2020,Andhra Pradesh,4661355,4086276,0
15-09-2020,Andhra Pradesh,4731866,4147941,0
16-09-2020,Andhra Pradesh,4806879,4214119,0
17-09-2020,Andhra Pradesh,4884371,4282909,0
18-09-2020,Andhra Pradesh,4959081,4349523,0
19-09-2020,Andhra Pradesh,5033676,0,0
20-09-2020,Andhra Pradesh,5104131,0,0
21-09-2020,Andhra Pradesh,5160700,4528951,0
22-09-2020,Andhra Pradesh,5229529,4590227,0
23-09-2020,Andhra Pradesh,5302367,4655837,0
24-09-2020,Andhra Pradesh,5378367,4723982,0
25-09-2020,Andhra Pradesh,5447796,4786338,0
26-09-2020,Andhra Pradesh,5523786,4855035,0
27-09-2020,Andhra Pradesh,5600202,4924528,0
28-09-2020,Andhra Pradesh,5666323,4985162,0
29-09-2020,Andhra Pradesh,5734752,5047401,0
30-09-2020,Andhra Pradesh,5806558,5113074,0
01-10-2020,Andhra Pradesh,5878135,5177900,0
02-10-2020,Andhra Pradesh,5948534,5241744,0
03-10-2020,Andhra Pradesh,6021395,5308381,0
04-10-2020,Andhra Pradesh,6094206,0,0
05-10-2020,Andhra Pradesh,6150351,5426839,0
06-10-2020,Andhra Pradesh,6216240,5486933,0
07-10-2020,Andhra Pradesh,6283009,5548582,0
08-10-2020,Andhra Pradesh,6349953,5610234,0
09-10-2020,Andhra Pradesh,6420474,5675610,0
10-10-2020,Andhra Pradesh,6494099,0,0
11-10-2020,Andhra Pradesh,6569616,5813889,0
12-10-2020,Andhra Pradesh,6630728,5871777,0
13-10-2020,Andhra Pradesh,6702810,5939237,0
14-10-2020,Andhra Pradesh,6772273,6004808,0
15-10-2020,Andhra Pradesh,6846040,6074537,0
16-10-2020,Andhra Pradesh,6920377,6144907,0
17-10-2020,Andhra Pradesh,6991258,6212112,0
18-10-2020,Andhra Pradesh,7066203,6283071,0
19-10-2020,Andhra Pradesh,7127533,6341483,0
20-10-2020,Andhra Pradesh,7196628,6407075,0
21-10-2020,Andhra Pradesh,7271050,6477751,0
22-10-2020,Andhra Pradesh,7347776,6550857,0
23-10-2020,Andhra Pradesh,7428014,6627330,0
24-10-2020,Andhra Pradesh,7502933,0,0
25-10-2020,Andhra Pradesh,7570352,0,0
26-10-2020,Andhra Pradesh,7621896,0,0
27-10-2020,Andhra Pradesh,7696653,6884828,0
28-10-2020,Andhra Pradesh,7773681,6958907,0
29-10-2020,Andhra Pradesh,7862459,7044780,0
30-10-2020,Andhra Pradesh,7946860,7126295,0
31-10-2020,Andhra Pradesh,8028905,0,0
01-11-2020,Andhra Pradesh,8117685,0,0
02-11-2020,Andhra Pradesh,8182266,7354384,0
03-11-2020,Andhra Pradesh,8266800,7436069,0
04-11-2020,Andhra Pradesh,8342265,7509057,0
05-11-2020,Andhra Pradesh,8427629,7591676,0
06-11-2020,Andhra Pradesh,8507230,7668867,0
07-11-2020,Andhra Pradesh,8587312,0,0
08-11-2020,Andhra Pradesh,8663975,7821008,0
09-11-2020,Andhra Pradesh,8725025,7880666,0
10-11-2020,Andhra Pradesh,8792935,7946690,0
11-11-2020,Andhra Pradesh,8863340,8015363,0
12-11-2020,Andhra Pradesh,8940488,8090783,0
13-11-2020,Andhra Pradesh,9021225,0,0
14-11-2020,Andhra Pradesh,9101048,0,0
15-11-2020,Andhra Pradesh,9154263,0,0
16-11-2020,Andhra Pradesh,9197307,8342543,0
17-11-2020,Andhra Pradesh,9264085,8407926,0
18-11-2020,Andhra Pradesh,9333703,8476308,0
19-11-2020,Andhra Pradesh,9408868,8550157,0
20-11-2020,Andhra Pradesh,9474870,8614938,0
21-11-2020,Andhra Pradesh,9543177,0,0
22-11-2020,Andhra Pradesh,9615090,0,0
23-11-2020,Andhra Pradesh,9662220,8799462,0
24-11-2020,Andhra Pradesh,9727321,8863478,0
25-11-2020,Andhra Pradesh,9788047,8923373,0
26-11-2020,Andhra Pradesh,9855316,8989611,0
27-11-2020,Andhra Pradesh,9913068,9046630,0
28-11-2020,Andhra Pradesh,9962416,9095353,0
29-11-2020,Andhra Pradesh,10017126,0,0
30-11-2020,Andhra Pradesh,10057854,0,0
01-12-2020,Andhra Pradesh,10109708,9240959,0
02-12-2020,Andhra Pradesh,10166696,9297284,0
03-12-2020,Andhra Pradesh,10229745,9359669,0
04-12-2020,Andhra Pradesh,10293151,0,0
05-12-2020,Andhra Pradesh,10350283,0,0
06-12-2020,Andhra Pradesh,10410612,0,0
07-12-2020,Andhra Pradesh,10453618,9581330,0
08-12-2020,Andhra Pradesh,10509805,0,0
09-12-2020,Andhra Pradesh,10570843,0,0
10-12-2020,Andhra Pradesh,10635197,0,0
11-12-2020,Andhra Pradesh,10699622,9359669,0
12-12-2020,Andhra Pradesh,10767117,0,0
13-12-2020,Andhra Pradesh,10830990,9955459,0
14-12-2020,Andhra Pradesh,10875925,10000089,0
15-12-2020,Andhra Pradesh,10937377,10061041,0
16-12-2020,Andhra Pradesh,11001476,10124662,0
17-12-2020,Andhra Pradesh,11065297,10187949,0
18-12-2020,Andhra Pradesh,11134359,10256553,0
19-12-2020,Andhra Pradesh,11196574,0,0
20-12-2020,Andhra Pradesh,11260810,0,0
21-12-2020,Andhra Pradesh,11301105,10422168,0
22-12-2020,Andhra Pradesh,11357530,10478191,0
23-12-2020,Andhra Pradesh,11415249,10535528,0
24-12-2020,Andhra Pradesh,11474797,10594722,0
25-12-2020,Andhra Pradesh,11531206,10650776,0
26-12-2020,Andhra Pradesh,11574117,10693405,0
27-12-2020,Andhra Pradesh,11620503,0,0
28-12-2020,Andhra Pradesh,11657884,0,0
29-12-2020,Andhra Pradesh,11708678,10827079,0
30-12-2020,Andhra Pradesh,11764418,10882470,0
31-12-2020,Andhra Pradesh,11825566,10943280,0
01-01-2021,Andhra Pradesh,11884085,11001473,0
02-01-2021,Andhra Pradesh,11932603,11049753,0
03-01-2021,Andhra Pradesh,11972780,11089698,0
04-01-2021,Andhra Pradesh,12002494,11119284,0
05-01-2021,Andhra Pradesh,12053914,11170327,0
06-01-2021,Andhra Pradesh,12105121,11221245,0
07-01-2021,Andhra Pradesh,12164531,11280360,0
08-01-2021,Andhra Pradesh,12224202,12224202,0
09-01-2021,Andhra Pradesh,12274647,0,0
10-01-2021,Andhra Pradesh,12324674,0,0
11-01-2021,Andhra Pradesh,12355607,11470570,0
12-01-2021,Andhra Pradesh,12396593,11511359,0
13-01-2021,Andhra Pradesh,12441272,0,0
14-01-2021,Andhra Pradesh,12482943,11597327,0
15-01-2021,Andhra Pradesh,12514639,11628929,0
16-01-2021,Andhra Pradesh,12540181,0,0
17-01-2021,Andhra Pradesh,12576272,0,0
18-01-2021,Andhra Pradesh,12604214,0,0
19-01-2021,Andhra Pradesh,12643313,11757068,0
20-01-2021,Andhra Pradesh,12690165,11803747,0
21-01-2021,Andhra Pradesh,12739648,11853091,0
22-01-2021,Andhra Pradesh,12787961,11901267,0
23-01-2021,Andhra Pradesh,12831731,11944879,0
24-01-2021,Andhra Pradesh,12876113,11989103,0
25-01-2021,Andhra Pradesh,12903830,12016764,0
26-01-2021,Andhra Pradesh,12942153,12054915,0
27-01-2021,Andhra Pradesh,12975961,12088612,0
28-01-2021,Andhra Pradesh,13012150,12124684,0
29-01-2021,Andhra Pradesh,13054959,12167368,0
30-01-2021,Andhra Pradesh,13095962,0,0
31-01-2021,Andhra Pradesh,13137872,0,0
01-02-2021,Andhra Pradesh,13159794,12271894,0
02-02-2021,Andhra Pradesh,13189103,12301099,0
03-02-2021,Andhra Pradesh,13214548,12326449,0
04-02-2021,Andhra Pradesh,13242802,12354624,0
05-02-2021,Andhra Pradesh,13276678,12388403,0
06-02-2021,Andhra Pradesh,13311542,12423192,0
07-02-2021,Andhra Pradesh,13345522,0,0
08-02-2021,Andhra Pradesh,13367616,12479131,0
09-02-2021,Andhra Pradesh,13394460,12505905,0
10-02-2021,Andhra Pradesh,13422878,12534273,0
11-02-2021,Andhra Pradesh,13453405,12564713,0
12-02-2021,Andhra Pradesh,13484025,12595265,0
13-02-2021,Andhra Pradesh,13517440,0,0
14-02-2021,Andhra Pradesh,13546228,0,0
15-02-2021,Andhra Pradesh,13565062,12676163,0
16-02-2021,Andhra Pradesh,13589373,12700414,0
17-02-2021,Andhra Pradesh,13615847,12726837,0
18-02-2021,Andhra Pradesh,13644086,12755009,0
19-02-2021,Andhra Pradesh,13670612,12781456,0
20-02-2021,Andhra Pradesh,13697048,0,0
21-02-2021,Andhra Pradesh,13728728,12839430,0
22-02-2021,Andhra Pradesh,13746985,12857646,0
23-02-2021,Andhra Pradesh,13775253,12888739,0
24-02-2021,Andhra Pradesh,13807747,0,0
25-02-2021,Andhra Pradesh,13843190,12953605,0
26-02-2021,Andhra Pradesh,13877968,0,0
27-02-2021,Andhra Pradesh,13915009,13025210,0
28-02-2021,Andhra Pradesh,13954131,13064215,0
01-03-2021,Andhra Pradesh,13974400,13084426,0
02-03-2021,Andhra Pradesh,14010204,13120124,0
03-03-2021,Andhra Pradesh,14047174,13156959,0
04-03-2021,Andhra Pradesh,14092251,13201934,0
05-03-2021,Andhra Pradesh,14143911,13253470,0
06-03-2021,Andhra Pradesh,14190477,0,0
07-03-2021,Andhra Pradesh,14236179,13345487,0
08-03-2021,Andhra Pradesh,14262086,13371320,0
09-03-2021,Andhra Pradesh,14307165,13416281,0
10-03-2021,Andhra Pradesh,14356138,13465134,0
11-03-2021,Andhra Pradesh,14403941,13512763,0
12-03-2021,Andhra Pradesh,14448650,13557262,0
13-03-2021,Andhra Pradesh,14489098,13597535,0
14-03-2021,Andhra Pradesh,14534762,0,0
15-03-2021,Andhra Pradesh,14557366,13665358,0
16-03-2021,Andhra Pradesh,14580783,13688514,0
17-03-2021,Andhra Pradesh,14611499,13718977,0
18-03-2021,Andhra Pradesh,14642664,13749924,0
19-03-2021,Andhra Pradesh,14674210,13781224,0
20-03-2021,Andhra Pradesh,14705188,13811822,0
21-03-2021,Andhra Pradesh,14736326,13842592,0
22-03-2021,Andhra Pradesh,14771701,13877657,0
23-03-2021,Andhra Pradesh,14805335,13910799,0
24-03-2021,Andhra Pradesh,14840401,13945280,0
25-03-2021,Andhra Pradesh,14875597,13979718,0
26-03-2021,Andhra Pradesh,14916201,14019338,0
27-03-2021,Andhra Pradesh,14958897,0,0
28-03-2021,Andhra Pradesh,14990039,14091224,0
29-03-2021,Andhra Pradesh,15021364,14121552,0
30-03-2021,Andhra Pradesh,15052215,0,0
31-03-2021,Andhra Pradesh,15083179,14181190,0
01-04-2021,Andhra Pradesh,15114988,14211728,0
02-04-2021,Andhra Pradesh,15146104,14241556,0
03-04-2021,Andhra Pradesh,15177364,14271418,0
04-04-2021,Andhra Pradesh,15208436,14300760,0
05-04-2021,Andhra Pradesh,15239114,14330112,0
06-04-2021,Andhra Pradesh,15270771,14359828,0
07-04-2021,Andhra Pradesh,15302583,14389309,0
08-04-2021,Andhra Pradesh,15333851,14418019,0
09-04-2021,Andhra Pradesh,15365743,14447176,0
10-04-2021,Andhra Pradesh,15397672,14475766,0
11-04-2021,Andhra Pradesh,15429391,14503990,0
12-04-2021,Andhra Pradesh,15463146,14534482,0
13-04-2021,Andhra Pradesh,15498728,14565836,0
14-04-2021,Andhra Pradesh,15534460,14597411,0
15-04-2021,Andhra Pradesh,15570201,14628066,0
16-04-2021,Andhra Pradesh,15606163,14657932,0
17-04-2021,Andhra Pradesh,15642070,14686615,0
18-04-2021,Andhra Pradesh,15677992,14715955,0
19-04-2021,Andhra Pradesh,15715757,14747757,0
20-04-2021,Andhra Pradesh,15753679,14776692,0
21-04-2021,Andhra Pradesh,15793298,14806595,0
22-04-2021,Andhra Pradesh,15835169,14837707,0
23-04-2021,Andhra Pradesh,15880750,14871522,0
24-04-2021,Andhra Pradesh,15931722,14910796,0
25-04-2021,Andhra Pradesh,15994607,14961047,0
26-04-2021,Andhra Pradesh,16068648,15025207,0
27-04-2021,Andhra Pradesh,16143083,15088208,0
28-04-2021,Andhra Pradesh,16217831,15148287,0
29-04-2021,Andhra Pradesh,16303866,15219530,0
30-04-2021,Andhra Pradesh,16390360,15288670,0
01-05-2021,Andhra Pradesh,16488574,15367472,0
02-05-2021,Andhra Pradesh,16602873,15457851,0
03-05-2021,Andhra Pradesh,16718148,15554154,0
04-05-2021,Andhra Pradesh,16833932,15649904,0
05-05-2021,Andhra Pradesh,16950299,15744067,0
06-05-2021,Andhra Pradesh,17060446,15832260,0
07-05-2021,Andhra Pradesh,17160870,15915496,0
08-05-2021,Andhra Pradesh,17262441,15991002,0
09-05-2021,Andhra Pradesh,17367935,16080332,0
10-05-2021,Andhra Pradesh,17428059,16125470,0
11-05-2021,Andhra Pradesh,17514937,16192003,0
12-05-2021,Andhra Pradesh,17605687,16261301,0
13-05-2021,Andhra Pradesh,17702133,16335348,0
14-05-2021,Andhra Pradesh,17791220,16402417,0
15-05-2021,Andhra Pradesh,17880755,16469435,0
16-05-2021,Andhra Pradesh,17975305,16539814,0
17-05-2021,Andhra Pradesh,18049054,16595002,0
18-05-2021,Andhra Pradesh,18140307,16664935,0
19-05-2021,Andhra Pradesh,18241637,16743105,0
20-05-2021,Andhra Pradesh,18342918,16821776,0
21-05-2021,Andhra Pradesh,18435149,16893070,0
22-05-2021,Andhra Pradesh,18525758,16963698,0
23-05-2021,Andhra Pradesh,18617387,17036560,0
24-05-2021,Andhra Pradesh,18676222,17082401,0
25-05-2021,Andhra Pradesh,18749201,17140096,0
26-05-2021,Andhra Pradesh,18840321,17212931,0
27-05-2021,Andhra Pradesh,18924545,17280988,0
28-05-2021,Andhra Pradesh,19009047,17351061,0
29-05-2021,Andhra Pradesh,19088611,17416869,0
30-05-2021,Andhra Pradesh,19172843,17487701,0
31-05-2021,Andhra Pradesh,19256304,17563219,0
01-06-2021,Andhra Pradesh,19350008,15858831,0
02-06-2021,Andhra Pradesh,19448056,17730900,0
03-06-2021,Andhra Pradesh,19534279,17805702,0
04-06-2021,Andhra Pradesh,19619590,17880600,0
05-06-2021,Andhra Pradesh,19708031,0,0
06-06-2021,Andhra Pradesh,19791721,18033382,0
07-06-2021,Andhra Pradesh,19856521,18093310,0
08-06-2021,Andhra Pradesh,19946253,18175246,0
09-06-2021,Andhra Pradesh,20039764,18259991,0
10-06-2021,Andhra Pradesh,20137627,18349744,0
11-06-2021,Andhra Pradesh,20239490,18443368,0
12-06-2021,Andhra Pradesh,20348106,18545032,0
13-06-2021,Andhra Pradesh,20450982,18641138,0
14-06-2021,Andhra Pradesh,20538738,18724345,0
15-06-2021,Andhra Pradesh,20634891,18814757,0
16-06-2021,Andhra Pradesh,20736435,18909684,0
17-06-2021,Andhra Pradesh,20839147,19006245,0
18-06-2021,Andhra Pradesh,20946911,19107488,0
19-06-2021,Andhra Pradesh,21050846,19205929,0
20-06-2021,Andhra Pradesh,21150847,19300284,0
21-06-2021,Andhra Pradesh,21205849,19352666,0
22-06-2021,Andhra Pradesh,21280302,19422950,0
23-06-2021,Andhra Pradesh,21361014,19498978,0
24-06-2021,Andhra Pradesh,21449636,19582619,0
25-06-2021,Andhra Pradesh,21541485,19670010,0
26-06-2021,Andhra Pradesh,21637606,19761984,0
27-06-2021,Andhra Pradesh,21732933,19853061,0
28-06-2021,Andhra Pradesh,21804691,19922595,0
29-06-2021,Andhra Pradesh,21895922,20010206,0
30-06-2021,Andhra Pradesh,21993618,20104105,0
01-07-2021,Andhra Pradesh,22084192,20190838,0
02-07-2021,Andhra Pradesh,22177951,20281133,0
03-07-2021,Andhra Pradesh,22268483,20368735,0
04-07-2021,Andhra Pradesh,22363078,20460155,0
05-07-2021,Andhra Pradesh,22435809,20530786,0
06-07-2021,Andhra Pradesh,22524187,20616122,0
07-07-2021,Andhra Pradesh,22608072,0,0
08-07-2021,Andhra Pradesh,22699142,20784929,0
09-07-2021,Andhra Pradesh,22799245,20881992,0
10-07-2021,Andhra Pradesh,22894611,20974433,0
11-07-2021,Andhra Pradesh,22986288,21063445,0
